tac_doc_id,tac_sentence_id,sentence,indexed_tokens,subj_start,subj_end,obj_start,obj_end,assessment,alt_subj_start,alt_subj_end,alt_obj_start,alt_obj_end
AFP_ENG_20100119.0605,098f60af8f1f76cc56a0,"They include Wen Qiang, who became Chongqing's top judicial official in 2008 after 16 years on the police force and who stands accused of protecting an intricate web of businessmen, officials and mobsters.","[(0, 'They'), (1, 'include'), (2, 'Wen'), (3, 'Qiang'), (4, ','), (5, 'who'), (6, 'became'), (7, 'Chongqing'), (8, ""'s""), (9, 'top'), (10, 'judicial'), (11, 'official'), (12, 'in'), (13, '2008'), (14, 'after'), (15, '16'), (16, 'years'), (17, 'on'), (18, 'the'), (19, 'police'), (20, 'force'), (21, 'and'), (22, 'who'), (23, 'stands'), (24, 'accused'), (25, 'of'), (26, 'protecting'), (27, 'an'), (28, 'intricate'), (29, 'web'), (30, 'of'), (31, 'businessmen'), (32, ','), (33, 'officials'), (34, 'and'), (35, 'mobsters'), (36, '.')]",2,3,7,7,,,,,
AFP_ENG_20090613.0324,098f60af8f1eddd7dc33,"The case has sparked lurid headlines in Britain and Knox's hometown of Seattle, Washington.","[(0, 'The'), (1, 'case'), (2, 'has'), (3, 'sparked'), (4, 'lurid'), (5, 'headlines'), (6, 'in'), (7, 'Britain'), (8, 'and'), (9, 'Knox'), (10, ""'s""), (11, 'hometown'), (12, 'of'), (13, 'Seattle'), (14, ','), (15, 'Washington'), (16, '.')]",9,9,13,13,,,,,
XIN_ENG_20100513.0001,098f60af8f1e647bd22c,Dutch newspaper Babants Dagblad said the survivor may be the nine-year-old Ruben van Assouw from southern Dutch city of Tilburg.,"[(0, 'Dutch'), (1, 'newspaper'), (2, 'Babants'), (3, 'Dagblad'), (4, 'said'), (5, 'the'), (6, 'survivor'), (7, 'may'), (8, 'be'), (9, 'the'), (10, 'nine-year-old'), (11, 'Ruben'), (12, 'van'), (13, 'Assouw'), (14, 'from'), (15, 'southern'), (16, 'Dutch'), (17, 'city'), (18, 'of'), (19, 'Tilburg'), (20, '.')]",11,13,19,19,,,,,
AFP_ENG_20100201.0658,098f60af8fd26c82bce3,"Speaking just outside her detention cell near Port-au-Prince airport, Laura Silsby, head of the Idaho-based New Life Children's Refuge charity, said the group's aims were entirely altruistic.","[(0, 'Speaking'), (1, 'just'), (2, 'outside'), (3, 'her'), (4, 'detention'), (5, 'cell'), (6, 'near'), (7, 'Port-au-Prince'), (8, 'airport'), (9, ','), (10, 'Laura'), (11, 'Silsby'), (12, ','), (13, 'head'), (14, 'of'), (15, 'the'), (16, 'Idaho-based'), (17, 'New'), (18, 'Life'), (19, 'Children'), (20, ""'s""), (21, 'Refuge'), (22, 'charity'), (23, ','), (24, 'said'), (25, 'the'), (26, 'group'), (27, ""'s""), (28, 'aims'), (29, 'were'), (30, 'entirely'), (31, 'altruistic'), (32, '.')]",10,11,7,7,,,,,
eng-NG-31-138139-9803558,098f60af8fe582159049,"Jamie Leigh Jones, now 22, says that after she was raped by multiple men at a KBR camp in the Green Zone, the company put her under guard in a shipping container with a bed and warned her that if she left Iraq for medical treatment, she'd be out of a job.","[(0, 'Jamie'), (1, 'Leigh'), (2, 'Jones'), (3, ','), (4, 'now'), (5, '22'), (6, ','), (7, 'says'), (8, 'that'), (9, 'after'), (10, 'she'), (11, 'was'), (12, 'raped'), (13, 'by'), (14, 'multiple'), (15, 'men'), (16, 'at'), (17, 'a'), (18, 'KBR'), (19, 'camp'), (20, 'in'), (21, 'the'), (22, 'Green'), (23, 'Zone'), (24, ','), (25, 'the'), (26, 'company'), (27, 'put'), (28, 'her'), (29, 'under'), (30, 'guard'), (31, 'in'), (32, 'a'), (33, 'shipping'), (34, 'container'), (35, 'with'), (36, 'a'), (37, 'bed'), (38, 'and'), (39, 'warned'), (40, 'her'), (41, 'that'), (42, 'if'), (43, 'she'), (44, 'left'), (45, 'Iraq'), (46, 'for'), (47, 'medical'), (48, 'treatment'), (49, ','), (50, 'she'), (51, ""'d""), (52, 'be'), (53, 'out'), (54, 'of'), (55, 'a'), (56, 'job'), (57, '.')]",0,2,45,45,,,,,
AFP_ENG_20100131.0007,098f60af8f835cb28f72,"""We just wanted to help children that had no one else to care for them ,"" Silsby said from the police detention facility near Port-au-Prince's international airport.","[(0, '``'), (1, 'We'), (2, 'just'), (3, 'wanted'), (4, 'to'), (5, 'help'), (6, 'children'), (7, 'that'), (8, 'had'), (9, 'no'), (10, 'one'), (11, 'else'), (12, 'to'), (13, 'care'), (14, 'for'), (15, 'them'), (16, ','), (17, ""''""), (18, 'Silsby'), (19, 'said'), (20, 'from'), (21, 'the'), (22, 'police'), (23, 'detention'), (24, 'facility'), (25, 'near'), (26, 'Port-au-Prince'), (27, ""'s""), (28, 'international'), (29, 'airport'), (30, '.')]",18,18,26,26,,,,,
AFP_ENG_20091103.0757,098f60af8fb96986de4b,"Her brother-in-law, Wen, served as a top Chongqing police official for 16 years before taking over the city's judiciary.","[(0, 'Her'), (1, 'brother-in-law'), (2, ','), (3, 'Wen'), (4, ','), (5, 'served'), (6, 'as'), (7, 'a'), (8, 'top'), (9, 'Chongqing'), (10, 'police'), (11, 'official'), (12, 'for'), (13, '16'), (14, 'years'), (15, 'before'), (16, 'taking'), (17, 'over'), (18, 'the'), (19, 'city'), (20, ""'s""), (21, 'judiciary'), (22, '.')]",0,0,9,9,,,,,
APW_ENG_20100207.0195,098f60af8f83129ce052,Wen's wife and three senior former Chongqing policemen were also put on trial with him on charges of taking bribes in exchange for protecting gang members.,"[(0, 'Wen'), (1, ""'s""), (2, 'wife'), (3, 'and'), (4, 'three'), (5, 'senior'), (6, 'former'), (7, 'Chongqing'), (8, 'policemen'), (9, 'were'), (10, 'also'), (11, 'put'), (12, 'on'), (13, 'trial'), (14, 'with'), (15, 'him'), (16, 'on'), (17, 'charges'), (18, 'of'), (19, 'taking'), (20, 'bribes'), (21, 'in'), (22, 'exchange'), (23, 'for'), (24, 'protecting'), (25, 'gang'), (26, 'members'), (27, '.')]",15,15,7,7,,,,,
APW_ENG_20100202.0241,098f60af8ffab6cf110a,"Prosecutors at the Chongqing No. 5 Intermediate People's Court said Wen Qiang took bribes worth more than 16 million yuan ($ 2.4 million) from gang members he gave legal protection while he was director of the Chongqing Municipal Judicial Bureau, the official Xinhua News Agency reported.","[(0, 'Prosecutors'), (1, 'at'), (2, 'the'), (3, 'Chongqing'), (4, 'No.'), (5, '5'), (6, 'Intermediate'), (7, 'People'), (8, ""'s""), (9, 'Court'), (10, 'said'), (11, 'Wen'), (12, 'Qiang'), (13, 'took'), (14, 'bribes'), (15, 'worth'), (16, 'more'), (17, 'than'), (18, '16'), (19, 'million'), (20, 'yuan'), (21, '-LRB-'), (22, '$'), (23, '2.4'), (24, 'million'), (25, '-RRB-'), (26, 'from'), (27, 'gang'), (28, 'members'), (29, 'he'), (30, 'gave'), (31, 'legal'), (32, 'protection'), (33, 'while'), (34, 'he'), (35, 'was'), (36, 'director'), (37, 'of'), (38, 'the'), (39, 'Chongqing'), (40, 'Municipal'), (41, 'Judicial'), (42, 'Bureau'), (43, ','), (44, 'the'), (45, 'official'), (46, 'Xinhua'), (47, 'News'), (48, 'Agency'), (49, 'reported'), (50, '.')]",11,12,3,3,,,,,
NYT_ENG_20081128.0124.LDC2009T13,098f60af8f23c63bd294,"Giuliano is the mother of John Giuca, a Brooklyn man who was convicted three years ago with another man in the 2003 killing of Mark Fisher, a college student from New Jersey who was found beaten and shot five times after a night out in New York City.","[(0, 'Giuliano'), (1, 'is'), (2, 'the'), (3, 'mother'), (4, 'of'), (5, 'John'), (6, 'Giuca'), (7, ','), (8, 'a'), (9, 'Brooklyn'), (10, 'man'), (11, 'who'), (12, 'was'), (13, 'convicted'), (14, 'three'), (15, 'years'), (16, 'ago'), (17, 'with'), (18, 'another'), (19, 'man'), (20, 'in'), (21, 'the'), (22, '2003'), (23, 'killing'), (24, 'of'), (25, 'Mark'), (26, 'Fisher'), (27, ','), (28, 'a'), (29, 'college'), (30, 'student'), (31, 'from'), (32, 'New'), (33, 'Jersey'), (34, 'who'), (35, 'was'), (36, 'found'), (37, 'beaten'), (38, 'and'), (39, 'shot'), (40, 'five'), (41, 'times'), (42, 'after'), (43, 'a'), (44, 'night'), (45, 'out'), (46, 'in'), (47, 'New'), (48, 'York'), (49, 'City'), (50, '.')]",25,26,47,49,,,,,
APW_ENG_20090616.0636,098f60af8fb99b154c3d,"Most of the arrests were carried out in Trapani, a city in Western Sicily that is the power base of Messina Denaro.","[(0, 'Most'), (1, 'of'), (2, 'the'), (3, 'arrests'), (4, 'were'), (5, 'carried'), (6, 'out'), (7, 'in'), (8, 'Trapani'), (9, ','), (10, 'a'), (11, 'city'), (12, 'in'), (13, 'Western'), (14, 'Sicily'), (15, 'that'), (16, 'is'), (17, 'the'), (18, 'power'), (19, 'base'), (20, 'of'), (21, 'Messina'), (22, 'Denaro'), (23, '.')]",21,22,8,8,,,,,
APW_ENG_20090806.0713,098f60af8f94ccf8e038,The undated videos apparently recorded by George Sodini and posted on Starcasmnet show him touring his suburban Pittsburgh home.,"[(0, 'The'), (1, 'undated'), (2, 'videos'), (3, 'apparently'), (4, 'recorded'), (5, 'by'), (6, 'George'), (7, 'Sodini'), (8, 'and'), (9, 'posted'), (10, 'on'), (11, 'Starcasmnet'), (12, 'show'), (13, 'him'), (14, 'touring'), (15, 'his'), (16, 'suburban'), (17, 'Pittsburgh'), (18, 'home'), (19, '.')]",6,7,17,17,,,,,
NYT_ENG_20100614.0031,098f60af8fb7d420e795,An ethics officer in Clearwater told Shelby she should not go home to that environment.,"[(0, 'An'), (1, 'ethics'), (2, 'officer'), (3, 'in'), (4, 'Clearwater'), (5, 'told'), (6, 'Shelby'), (7, 'she'), (8, 'should'), (9, 'not'), (10, 'go'), (11, 'home'), (12, 'to'), (13, 'that'), (14, 'environment'), (15, '.')]",7,7,4,4,,,,,
AFP_ENG_20100707.0605,098f60af8ff41790b96d,"Wen Qiang , 54, the former head of the judiciary in the southwestern Chongqing region and also an ex-deputy police chief, was sentenced to death in April for charges including rape and taking bribes to protect criminal gangs.","[(0, 'Wen'), (1, 'Qiang'), (2, ','), (3, '54'), (4, ','), (5, 'the'), (6, 'former'), (7, 'head'), (8, 'of'), (9, 'the'), (10, 'judiciary'), (11, 'in'), (12, 'the'), (13, 'southwestern'), (14, 'Chongqing'), (15, 'region'), (16, 'and'), (17, 'also'), (18, 'an'), (19, 'ex-deputy'), (20, 'police'), (21, 'chief'), (22, ','), (23, 'was'), (24, 'sentenced'), (25, 'to'), (26, 'death'), (27, 'in'), (28, 'April'), (29, 'for'), (30, 'charges'), (31, 'including'), (32, 'rape'), (33, 'and'), (34, 'taking'), (35, 'bribes'), (36, 'to'), (37, 'protect'), (38, 'criminal'), (39, 'gangs'), (40, '.')]",0,1,14,14,,,,,
APW_ENG_20071105.0442.LDC2009T13,098f60af8f8a25a0da47,"Lo Piccolo, who is from Palermo, was said to be vying for leadership with another fugitive, Matteo Messina Denaro, a younger boss from western Sicily who some considered the Mafia's No. 2 man.","[(0, 'Lo'), (1, 'Piccolo'), (2, ','), (3, 'who'), (4, 'is'), (5, 'from'), (6, 'Palermo'), (7, ','), (8, 'was'), (9, 'said'), (10, 'to'), (11, 'be'), (12, 'vying'), (13, 'for'), (14, 'leadership'), (15, 'with'), (16, 'another'), (17, 'fugitive'), (18, ','), (19, 'Matteo'), (20, 'Messina'), (21, 'Denaro'), (22, ','), (23, 'a'), (24, 'younger'), (25, 'boss'), (26, 'from'), (27, 'western'), (28, 'Sicily'), (29, 'who'), (30, 'some'), (31, 'considered'), (32, 'the'), (33, 'Mafia'), (34, ""'s""), (35, 'No.'), (36, '2'), (37, 'man'), (38, '.')]",19,21,28,28,,,,,
NYT_ENG_20070607.0108.LDC2009T13,098f60af8f4f637db90f,"Sycamore, a Chelmsford company that makes optical-networking equipment, is just one company among more than 200 struggling to investigate and ultimately explain evidence the dates on stock option awards were altered or otherwise rigged to make the perks more valuable.","[(0, 'Sycamore'), (1, ','), (2, 'a'), (3, 'Chelmsford'), (4, 'company'), (5, 'that'), (6, 'makes'), (7, 'optical-networking'), (8, 'equipment'), (9, ','), (10, 'is'), (11, 'just'), (12, 'one'), (13, 'company'), (14, 'among'), (15, 'more'), (16, 'than'), (17, '200'), (18, 'struggling'), (19, 'to'), (20, 'investigate'), (21, 'and'), (22, 'ultimately'), (23, 'explain'), (24, 'evidence'), (25, 'the'), (26, 'dates'), (27, 'on'), (28, 'stock'), (29, 'option'), (30, 'awards'), (31, 'were'), (32, 'altered'), (33, 'or'), (34, 'otherwise'), (35, 'rigged'), (36, 'to'), (37, 'make'), (38, 'the'), (39, 'perks'), (40, 'more'), (41, 'valuable'), (42, '.')]",0,0,3,3,,,,,
NYT_ENG_20100721.0036,098f60af8ffc89a7ec0d,"Sherrod ""kept us out of bankruptcy ,"" said Eloise Spooner , 82, of Iron City in southwest Georgia.","[(0, 'Sherrod'), (1, '``'), (2, 'kept'), (3, 'us'), (4, 'out'), (5, 'of'), (6, 'bankruptcy'), (7, ','), (8, ""''""), (9, 'said'), (10, 'Eloise'), (11, 'Spooner'), (12, ','), (13, '82'), (14, ','), (15, 'of'), (16, 'Iron'), (17, 'City'), (18, 'in'), (19, 'southwest'), (20, 'Georgia'), (21, '.')]",10,11,16,17,,,,,
APW_ENG_20101018.0738,098f60af8f8495167fe0,"Gross, a 60-year-old native of Potomac, Maryland, was working for a firm contracted by USAID when he was arrested Dec 3 , 2009, and sent to Cuba's high-security Villa Marista prison.","[(0, 'Gross'), (1, ','), (2, 'a'), (3, '60-year-old'), (4, 'native'), (5, 'of'), (6, 'Potomac'), (7, ','), (8, 'Maryland'), (9, ','), (10, 'was'), (11, 'working'), (12, 'for'), (13, 'a'), (14, 'firm'), (15, 'contracted'), (16, 'by'), (17, 'USAID'), (18, 'when'), (19, 'he'), (20, 'was'), (21, 'arrested'), (22, 'Dec'), (23, '3'), (24, ','), (25, '2009'), (26, ','), (27, 'and'), (28, 'sent'), (29, 'to'), (30, 'Cuba'), (31, ""'s""), (32, 'high-security'), (33, 'Villa'), (34, 'Marista'), (35, 'prison'), (36, '.')]",19,19,6,6,,,,,
APW_ENG_20070926.0270.LDC2009T13,098f60af8fae098211b3,"Lomax recalls when, at age 13, his mother moved him and his five brothers and sisters from Los Angeles, California, to Tuskegee, Alabama, to cover the civil rights movement for Nation magazine.","[(0, 'Lomax'), (1, 'recalls'), (2, 'when'), (3, ','), (4, 'at'), (5, 'age'), (6, '13'), (7, ','), (8, 'his'), (9, 'mother'), (10, 'moved'), (11, 'him'), (12, 'and'), (13, 'his'), (14, 'five'), (15, 'brothers'), (16, 'and'), (17, 'sisters'), (18, 'from'), (19, 'Los'), (20, 'Angeles'), (21, ','), (22, 'California'), (23, ','), (24, 'to'), (25, 'Tuskegee'), (26, ','), (27, 'Alabama'), (28, ','), (29, 'to'), (30, 'cover'), (31, 'the'), (32, 'civil'), (33, 'rights'), (34, 'movement'), (35, 'for'), (36, 'Nation'), (37, 'magazine'), (38, '.')]",0,0,19,20,,,,,
NYT_ENG_20100128.0046,098f60af8fb9ec48c96a,"Andrew E Lange was born in Urbana, Ill, on July 23 , 1957, the oldest son of Joan Lange, a school librarian, and Albert Lange, an architect, and grew up in Easton, Conn.","[(0, 'Andrew'), (1, 'E'), (2, 'Lange'), (3, 'was'), (4, 'born'), (5, 'in'), (6, 'Urbana'), (7, ','), (8, 'Ill'), (9, ','), (10, 'on'), (11, 'July'), (12, '23'), (13, ','), (14, '1957'), (15, ','), (16, 'the'), (17, 'oldest'), (18, 'son'), (19, 'of'), (20, 'Joan'), (21, 'Lange'), (22, ','), (23, 'a'), (24, 'school'), (25, 'librarian'), (26, ','), (27, 'and'), (28, 'Albert'), (29, 'Lange'), (30, ','), (31, 'an'), (32, 'architect'), (33, ','), (34, 'and'), (35, 'grew'), (36, 'up'), (37, 'in'), (38, 'Easton'), (39, ','), (40, 'Conn'), (41, '.')]",0,2,38,40,,,,,
APW_ENG_20090719.0200,098f60af8faa56194b08,"The 62-year-old Vagni, who was freed July 12, returned Saturday to his hometown of Montevarchi, which welcomed him with an open-air party in a piazza.","[(0, 'The'), (1, '62-year-old'), (2, 'Vagni'), (3, ','), (4, 'who'), (5, 'was'), (6, 'freed'), (7, 'July'), (8, '12'), (9, ','), (10, 'returned'), (11, 'Saturday'), (12, 'to'), (13, 'his'), (14, 'hometown'), (15, 'of'), (16, 'Montevarchi'), (17, ','), (18, 'which'), (19, 'welcomed'), (20, 'him'), (21, 'with'), (22, 'an'), (23, 'open-air'), (24, 'party'), (25, 'in'), (26, 'a'), (27, 'piazza'), (28, '.')]",2,2,16,16,,,,,
APW_ENG_20090818.1303,098f60af8fcabb8ba500,Sodini graduated from Pittsburgh in 1992 and named the school as beneficiary in a 2007 will.,"[(0, 'Sodini'), (1, 'graduated'), (2, 'from'), (3, 'Pittsburgh'), (4, 'in'), (5, '1992'), (6, 'and'), (7, 'named'), (8, 'the'), (9, 'school'), (10, 'as'), (11, 'beneficiary'), (12, 'in'), (13, 'a'), (14, '2007'), (15, 'will'), (16, '.')]",0,0,3,3,,,,,
bolt-eng-DF-201-185517-389874,098f60af8f3b33286005,"Kevin Rowe, who produced the Sept. 11 conspiracy documentary, ""Loose Change ,"" was arrested in his hometown of Oneonta, New York last week, according to authorities.","[(0, 'Kevin'), (1, 'Rowe'), (2, ','), (3, 'who'), (4, 'produced'), (5, 'the'), (6, 'Sept.'), (7, '11'), (8, 'conspiracy'), (9, 'documentary'), (10, ','), (11, '``'), (12, 'Loose'), (13, 'Change'), (14, ','), (15, ""''""), (16, 'was'), (17, 'arrested'), (18, 'in'), (19, 'his'), (20, 'hometown'), (21, 'of'), (22, 'Oneonta'), (23, ','), (24, 'New'), (25, 'York'), (26, 'last'), (27, 'week'), (28, ','), (29, 'according'), (30, 'to'), (31, 'authorities'), (32, '.')]",19,19,22,22,,,,,
XIN_ENG_20100201.0380,098f60af8fd604aa4c42,"Other defendants also brought to the court together with Wen Tuesday included his wife Zhou Xiaoya and three senior former Chongqing policemen, Huang Daiqiang, Zhao Liming and Chen Tao.","[(0, 'Other'), (1, 'defendants'), (2, 'also'), (3, 'brought'), (4, 'to'), (5, 'the'), (6, 'court'), (7, 'together'), (8, 'with'), (9, 'Wen'), (10, 'Tuesday'), (11, 'included'), (12, 'his'), (13, 'wife'), (14, 'Zhou'), (15, 'Xiaoya'), (16, 'and'), (17, 'three'), (18, 'senior'), (19, 'former'), (20, 'Chongqing'), (21, 'policemen'), (22, ','), (23, 'Huang'), (24, 'Daiqiang'), (25, ','), (26, 'Zhao'), (27, 'Liming'), (28, 'and'), (29, 'Chen'), (30, 'Tao'), (31, '.')]",29,30,20,20,,,,,
AFP_ENG_20101228.0107,098f60af8f37aa6234a1,"Ble Goude is best known for leading violent protests of his ""Young Patriots"" against Ivory Coast's former colonial power France on the streets of Abidjan during previous crises in 2003 and 2004.","[(0, 'Ble'), (1, 'Goude'), (2, 'is'), (3, 'best'), (4, 'known'), (5, 'for'), (6, 'leading'), (7, 'violent'), (8, 'protests'), (9, 'of'), (10, 'his'), (11, '``'), (12, 'Young'), (13, 'Patriots'), (14, ""''""), (15, 'against'), (16, 'Ivory'), (17, 'Coast'), (18, ""'s""), (19, 'former'), (20, 'colonial'), (21, 'power'), (22, 'France'), (23, 'on'), (24, 'the'), (25, 'streets'), (26, 'of'), (27, 'Abidjan'), (28, 'during'), (29, 'previous'), (30, 'crises'), (31, 'in'), (32, '2003'), (33, 'and'), (34, '2004'), (35, '.')]",0,1,27,27,,,,,
APW_ENG_20090825.1124,098f60af8f634dc5300e,"Daniels made the 60-mile (100-kilometer) trek from Oklahoma City every week to preach, even though the church had no regular congregation.","[(0, 'Daniels'), (1, 'made'), (2, 'the'), (3, '60-mile'), (4, '-LRB-'), (5, '100-kilometer'), (6, '-RRB-'), (7, 'trek'), (8, 'from'), (9, 'Oklahoma'), (10, 'City'), (11, 'every'), (12, 'week'), (13, 'to'), (14, 'preach'), (15, ','), (16, 'even'), (17, 'though'), (18, 'the'), (19, 'church'), (20, 'had'), (21, 'no'), (22, 'regular'), (23, 'congregation'), (24, '.')]",0,0,9,10,,,,,
APW_ENG_20090611.0261,098f60af8f12f06a3bf6,"It was not clear if ailing hostage Eugenio Vagni , 62, was with the group of about 150 Abu Sayyaf gunmen when they engaged marines in the gunfight near Jolo Island's Indanan township, a jungle militant stronghold, spokeswoman 1st Lt. Steffani Cacho said.","[(0, 'It'), (1, 'was'), (2, 'not'), (3, 'clear'), (4, 'if'), (5, 'ailing'), (6, 'hostage'), (7, 'Eugenio'), (8, 'Vagni'), (9, ','), (10, '62'), (11, ','), (12, 'was'), (13, 'with'), (14, 'the'), (15, 'group'), (16, 'of'), (17, 'about'), (18, '150'), (19, 'Abu'), (20, 'Sayyaf'), (21, 'gunmen'), (22, 'when'), (23, 'they'), (24, 'engaged'), (25, 'marines'), (26, 'in'), (27, 'the'), (28, 'gunfight'), (29, 'near'), (30, 'Jolo'), (31, 'Island'), (32, ""'s""), (33, 'Indanan'), (34, 'township'), (35, ','), (36, 'a'), (37, 'jungle'), (38, 'militant'), (39, 'stronghold'), (40, ','), (41, 'spokeswoman'), (42, '1st'), (43, 'Lt.'), (44, 'Steffani'), (45, 'Cacho'), (46, 'said'), (47, '.')]",7,8,33,33,,,,,
APW_ENG_20071105.1180.LDC2009T13,098f60af8f76ed4cca28,"Prosecutors say Lo Piccolo, who is from Palermo, was vying to become Cosa Nostra's unchallenged top boss, pitted against another fugitive, Matteo Messina Denaro, a younger boss from the city of Trapani, in western Sicily.","[(0, 'Prosecutors'), (1, 'say'), (2, 'Lo'), (3, 'Piccolo'), (4, ','), (5, 'who'), (6, 'is'), (7, 'from'), (8, 'Palermo'), (9, ','), (10, 'was'), (11, 'vying'), (12, 'to'), (13, 'become'), (14, 'Cosa'), (15, 'Nostra'), (16, ""'s""), (17, 'unchallenged'), (18, 'top'), (19, 'boss'), (20, ','), (21, 'pitted'), (22, 'against'), (23, 'another'), (24, 'fugitive'), (25, ','), (26, 'Matteo'), (27, 'Messina'), (28, 'Denaro'), (29, ','), (30, 'a'), (31, 'younger'), (32, 'boss'), (33, 'from'), (34, 'the'), (35, 'city'), (36, 'of'), (37, 'Trapani'), (38, ','), (39, 'in'), (40, 'western'), (41, 'Sicily'), (42, '.')]",26,28,37,37,,,,,
APW_ENG_20090806.0766,098f60af8ffe77aa70da,Sodini graduated in 1992 from the University of Pittsburgh with a degree in computer science and had worked as a systems analyst at a Pittsburgh law firm since 1999.,"[(0, 'Sodini'), (1, 'graduated'), (2, 'in'), (3, '1992'), (4, 'from'), (5, 'the'), (6, 'University'), (7, 'of'), (8, 'Pittsburgh'), (9, 'with'), (10, 'a'), (11, 'degree'), (12, 'in'), (13, 'computer'), (14, 'science'), (15, 'and'), (16, 'had'), (17, 'worked'), (18, 'as'), (19, 'a'), (20, 'systems'), (21, 'analyst'), (22, 'at'), (23, 'a'), (24, 'Pittsburgh'), (25, 'law'), (26, 'firm'), (27, 'since'), (28, '1999'), (29, '.')]",0,0,8,8,,,,,
NYT_ENG_20100614.0031,098f60af8fa5285ac1ae,"She was still in Clearwater, training and working for the church a 19-year-old adult who could make her own decisions.","[(0, 'She'), (1, 'was'), (2, 'still'), (3, 'in'), (4, 'Clearwater'), (5, ','), (6, 'training'), (7, 'and'), (8, 'working'), (9, 'for'), (10, 'the'), (11, 'church'), (12, 'a'), (13, '19-year-old'), (14, 'adult'), (15, 'who'), (16, 'could'), (17, 'make'), (18, 'her'), (19, 'own'), (20, 'decisions'), (21, '.')]",18,18,4,4,,,,,
LTW_ENG_20090806.0093,098f60af8fc8dfab5d3a,"To see Heloise visiting her old dorm room at Texas State University at San Marcos, and even a fitted-sheet folding contest, visit www.washingtonpost.com/wp-dyn/content/article/2009/08/05/AR2009080501307.html.","[(0, 'To'), (1, 'see'), (2, 'Heloise'), (3, 'visiting'), (4, 'her'), (5, 'old'), (6, 'dorm'), (7, 'room'), (8, 'at'), (9, 'Texas'), (10, 'State'), (11, 'University'), (12, 'at'), (13, 'San'), (14, 'Marcos'), (15, ','), (16, 'and'), (17, 'even'), (18, 'a'), (19, 'fitted-sheet'), (20, 'folding'), (21, 'contest'), (22, ','), (23, 'visit'), (24, 'www.washingtonpost.com/wp-dyn/content/article/2009/08/05/AR2009080501307.html'), (25, '.')]",2,2,13,14,,,,,
APW_ENG_20090611.0261,098f60af8f09489c2f59,"Vagni was one of three International Committee of the Red Cross workers kidnapped on Jolo, an impoverished Muslim region 590 miles (950 kilometers) south of Manila, on Jan. 15.","[(0, 'Vagni'), (1, 'was'), (2, 'one'), (3, 'of'), (4, 'three'), (5, 'International'), (6, 'Committee'), (7, 'of'), (8, 'the'), (9, 'Red'), (10, 'Cross'), (11, 'workers'), (12, 'kidnapped'), (13, 'on'), (14, 'Jolo'), (15, ','), (16, 'an'), (17, 'impoverished'), (18, 'Muslim'), (19, 'region'), (20, '590'), (21, 'miles'), (22, '-LRB-'), (23, '950'), (24, 'kilometers'), (25, '-RRB-'), (26, 'south'), (27, 'of'), (28, 'Manila'), (29, ','), (30, 'on'), (31, 'Jan.'), (32, '15'), (33, '.')]",0,0,14,14,,,,,
APW_ENG_20091207.0979,098f60af8f0c139a1b63,"State's Attorney David Cohen said Monday that no charges are planned against Sandra Herold, of Stamford.","[(0, 'State'), (1, ""'s""), (2, 'Attorney'), (3, 'David'), (4, 'Cohen'), (5, 'said'), (6, 'Monday'), (7, 'that'), (8, 'no'), (9, 'charges'), (10, 'are'), (11, 'planned'), (12, 'against'), (13, 'Sandra'), (14, 'Herold'), (15, ','), (16, 'of'), (17, 'Stamford'), (18, '.')]",13,14,17,17,,,,,
AFP_ENG_20100221.0272,098f60af8f32b90012d9,"Military intelligence officials believe he controls an Abu Sayyaf unit operating on Jolo island, although he still receives guidance from other rebel elders, including Jumdail.","[(0, 'Military'), (1, 'intelligence'), (2, 'officials'), (3, 'believe'), (4, 'he'), (5, 'controls'), (6, 'an'), (7, 'Abu'), (8, 'Sayyaf'), (9, 'unit'), (10, 'operating'), (11, 'on'), (12, 'Jolo'), (13, 'island'), (14, ','), (15, 'although'), (16, 'he'), (17, 'still'), (18, 'receives'), (19, 'guidance'), (20, 'from'), (21, 'other'), (22, 'rebel'), (23, 'elders'), (24, ','), (25, 'including'), (26, 'Jumdail'), (27, '.')]",16,16,12,12,,,,,
AFP_ENG_20100514.0577,098f60af8fd04f499cad,"The Dutch newspaper Brabants Dagblad said the boy was probably from Tilburg in the southern Netherlands and that he had been on safari in South Africa with his mother Trudy , 41, father Patrick , 40, and brother Enzo , 11.","[(0, 'The'), (1, 'Dutch'), (2, 'newspaper'), (3, 'Brabants'), (4, 'Dagblad'), (5, 'said'), (6, 'the'), (7, 'boy'), (8, 'was'), (9, 'probably'), (10, 'from'), (11, 'Tilburg'), (12, 'in'), (13, 'the'), (14, 'southern'), (15, 'Netherlands'), (16, 'and'), (17, 'that'), (18, 'he'), (19, 'had'), (20, 'been'), (21, 'on'), (22, 'safari'), (23, 'in'), (24, 'South'), (25, 'Africa'), (26, 'with'), (27, 'his'), (28, 'mother'), (29, 'Trudy'), (30, ','), (31, '41'), (32, ','), (33, 'father'), (34, 'Patrick'), (35, ','), (36, '40'), (37, ','), (38, 'and'), (39, 'brother'), (40, 'Enzo'), (41, ','), (42, '11'), (43, '.')]",27,27,11,11,,,,,
